,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
3719,179793,000809.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.172,-147506603.58,-78550406.96,,-4.743,-4.941,-3.1559,-123.9284,28.8681,168.7491,-103.8352,-123.9284,0.1528,26.0302,69.6045,,,,103.4431,51.2183,,-32.9191,,-32.9191,,-97.7415,,-135.1302,,-135.1302,
3720,179794,600000.XSHG,2021-12-31,2022-04-28,2021-12-31,1.62,52550000000.0,34258000000.0,22614000000.0,8.1032,8.0339,0.6684,28.1524,,,31.0003,28.1524,,26.169,,57.9946,38.2827,99.1453,,-134.6682,-750.7502,-2.7507,,-2.7507,,-11.2848,,-8.8604,,-9.1247,
3721,179795,603868.XSHG,2021-12-31,2022-04-28,2021-12-31,1.47,584125988.25,787585349.14,23007342.24,21.8193,19.8925,15.8459,15.9371,47.0306,80.3362,19.5043,15.9371,19.219,4.0239,-0.0874,94.3131,2.7551,91.1694,114.2144,18.4993,94.0782,12.2587,,12.2587,,-5.6033,,0.2209,,0.3805,
3722,179796,002248.XSHE,2021-12-31,2022-04-28,2021-12-31,0.05,7225949.46,4726661.2,29571.57,25.3084,12.8859,2.3438,3.8939999999999997,17.6294,98.4999,3.7524,3.8939999999999997,4.708,4.8819,2.0051,38.5249,0.24100000000000002,50.9155,46.8621,7.3436,489.5285,50.0285,,50.0285,,111.3658,,112.2098,,116.8014,
3723,179797,300008.XSHE,2021-12-31,2022-04-28,2021-12-31,0.015,15399264.73,-28445377.75,5576487.5,1.5616,0.9259,1.1785,1.8608,13.3917,102.0007,1.6668,1.8608,0.7478,7.8352,1.6539,-139.4336,27.3348,59.2946,99.039,-13.0133,,171.5574,,171.5574,,-39.4782,,0.731,,1.617,
3724,179798,300219.XSHE,2021-12-31,2022-04-28,2021-12-31,0.38,202335770.28,290643740.41,40625952.47,12.9706,9.8671,6.4644,6.5469,20.833000000000002,92.868,6.1341,6.5469,2.8038,4.7014,0.3531,114.8007,16.0467,76.07300000000001,79.7035,10.5476,147.8915,30.4342,,30.4342,,151.8375,,255.4929,,186.637,
3725,179799,300230.XSHE,2021-12-31,2022-04-28,2021-12-31,0.2459,197890210.61,294440105.72,-30085495.36,8.874,8.7501,5.8344,6.7693,25.3819,90.8366,8.0053,6.7693,4.6621,7.0209,0.4063,114.4579,-11.6952,98.6038,97.5425,9.2467,100.9083,0.1348,,0.1348,,157.2948,,141.299,,136.8393,
3726,179800,002705.XSHE,2021-12-31,2022-04-28,2021-12-31,0.9613,682197145.58,837160990.69,75443628.47,13.0766,11.2572,6.571000000000001,5.5348,17.6087,94.3861,6.5535,5.5348,2.9482,5.2255,0.326,84.8738,7.6487,86.0868,102.5656,5.6758,101.1028,13.0493,,13.0493,,-28.9213,,-28.5811,,-29.1502,
3727,179801,600236.XSHG,2021-12-31,2022-04-28,2021-12-31,0.16,1348887989.97,1850271539.7,78794073.22,8.0741,8.0553,3.5758,18.9593,37.7676,78.0104,22.706,18.9593,,3.9449,10.0953,97.5221,4.1530000000000005,99.7671,111.95299999999999,48.2092,219.2359,-6.2364,,-6.2364,,-36.3996,,-36.05,,-38.4481,
3728,179802,605255.XSHG,2021-12-31,2022-04-28,2021-12-31,0.29,34010600.0,37205442.57,12920679.97,4.3573,3.7529,3.8444,12.8919,37.827,87.8531,15.7093,12.8919,2.245,13.6947,-0.2378,78.514,27.2663,86.1302,112.8339,25.4465,209.4896,0.8733,,0.8733,,-27.8722,,-36.9833,,-36.9833,
3729,179803,603662.XSHG,2021-12-31,2022-04-28,2021-12-31,1.29,184750842.24,210243178.6,59102915.9,12.5374,9.2193,9.4282,24.8441,38.3086,79.6104,28.1546,24.8441,5.118,6.3765,-0.3561,71.9963,20.2394,73.5344,75.5088,19.6139,96.1955,23.4357,,23.4357,,14.8152,,14.5474,,14.1739,
3730,179804,600100.XSHG,2021-12-31,2022-04-28,2021-12-31,-0.61,-2177461110.02,-638221137.05,-73857430.04,-11.7462,-13.6137,-3.014,-6.5729,19.5555,102.2428,-6.5346,-6.5729,7.3509,4.7509,4.254,,,,100.2968,-2.1476,,9.8402,,9.8402,,-638.4716,,-698.2982,,-1932.8066,
3731,179805,002792.XSHE,2021-12-31,2022-04-28,2021-12-31,0.12,2559255.84,22784328.33,28829449.15,1.7409999999999999,0.1084,1.1917,3.0010000000000003,21.3771,98.35700000000001,3.2175,3.0010000000000003,4.1547,6.2261,1.087,52.2105,66.0629,6.2238,121.4948,12.2317,744.4631,-8.131,,-8.131,,-51.1093,,-45.4273,,-42.0869,
3732,179806,603667.XSHG,2021-12-31,2022-04-28,2021-12-31,0.43,85776311.32,127424265.44,9867638.96,6.5929,4.5787,3.425,5.3882,19.8884,94.7414,5.8999,5.3882,1.8103,6.4883,2.1567,83.8224,6.4911,69.4486,91.36200000000001,3.3525,63.7529,38.1523,,38.1523,,87.104,,106.772,,98.8891,
3733,179807,000669.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.971,-694339577.03,31882504.79,78876851.93,-69.9495,-73.5145,-18.4199,-34.1695,13.8109,98.3834,-34.0368,-34.1695,1.4244,5.102,4.2476,,,,106.8886,11.2622,696.6482,-14.388,,-14.388,,-512.386,,-1974.8394,,-4099.4694,
3734,179808,002822.XSHE,2021-12-31,2022-04-28,2021-12-31,0.15,95028687.63,346409263.8,12505812.07,3.0357,2.7118,1.5025,1.9741,14.6561,94.4823,2.9553,1.9741,0.8232,3.2817,1.6995,191.0556,6.8973,89.3303,92.9031,-8.5351,-154.6866,12.4828,,12.4828,,-45.388000000000005,,-52.1341,,-58.8283,
3735,179809,300510.XSHE,2021-12-31,2022-04-28,2021-12-31,0.0382,1222103.45,11213952.87,-924448.89,1.2093,0.0467,0.8653,2.6552,22.2832,98.9561,1.5347,2.6552,6.1635,8.0519,0.2331,59.2464,-4.8841,3.8657,83.3375,-8.8597,-848.7347,27.1036,,27.1036,,-29.7488,,-48.9223,,-43.7744,
3736,179810,603387.XSHG,2021-12-31,2022-04-28,2021-12-31,1.1,367508264.59,419029526.31,23560896.66,20.2308,18.6345,14.115,29.3937,65.5803,70.1056,32.3028,29.3937,16.659000000000002,6.4612,-0.2253,92.781,5.2168,92.1096,114.9254,30.8457,103.1824,24.7803,,24.7803,,19.7863,,24.7336,,30.930999999999997,
3737,179811,300267.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.3836,-807769517.5,35087118.58,17340266.98,-14.9035,-15.2156,-13.3275,-35.7103,23.3408,98.4303,-36.6191,-35.7103,5.2726,13.5003,0.2318,,,,110.2078,4.1463,264.1522,-6.1694,,-6.1694,,-476.1828,,-540.1381,,-511.4278,
3738,179812,300251.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.11,-444970074.42,390429070.78,-260545312.31,-3.3582,-4.7943,-3.0968,-26.9255,38.2739,66.5637,-23.4248,-26.9255,0.84,5.746,-3.6188,,,,128.7617,45.89,137.2461,0.7427,,0.7427,,-186.1703,,-209.1275,,-207.0873,
3739,179813,003025.XSHE,2021-12-31,2022-04-28,2021-12-31,1.1,116811393.05,139520604.36,5230636.01,14.1072,13.3475,11.5894,25.8478,40.6701,70.7898,31.1983,25.8478,4.1393,3.5399,-0.5427,94.775,3.5531,94.6145,65.5714,27.5034,94.1567,23.084,,23.084,,33.2503,,31.8552,,31.8552,
3740,179814,300326.XSHE,2021-12-31,2022-04-28,2021-12-31,0.22,80679566.77,286114792.66,47791933.41,6.0177,3.0012,4.8675,13.7945,61.9008,77.446,17.2456,13.7945,22.6756,9.6958,0.7131,132.269,22.0939,49.8721,125.6126,29.8094,132.1692,19.4998,,19.4998,,350.9125,,240.0495,,227.8469,
3741,179815,300635.XSHE,2021-12-31,2022-04-28,2021-12-31,0.2452,32412119.83,52019268.84,3617068.41,5.1476,4.9924,3.3023,6.5364,30.9096,91.3987,7.0698,6.5364,0.7915,11.0879,2.2017,124.5014,8.657,96.9842,107.3493,13.4984,156.9337,10.5956,,10.5956,,8.2589,,7.3573,,11.9783,
3742,179817,300071.XSHE,2021-12-31,2022-04-28,2021-12-31,0.25,-106610537.76,-110763503.71,610216913.43,,,20.0099,22.1044,32.3645,110.6978,48.7769,22.1044,20.0378,12.3199,10.4807,-48.3873,266.5747,-46.4486,97.8928,3.7537,,6.7173,,6.7173,,187.8992,,139.4793,,139.6172,
3743,179818,603828.XSHG,2021-12-31,2022-04-28,2021-12-31,-0.61,-394293246.13,-138949041.49,-16135164.44,-26.4783,-28.0287,-7.0875,-14.3875,5.8334,105.3901,-16.0581,-14.3875,0.6282,4.4639999999999995,1.2109,,,,92.0818,-7.4435,,-2.9787,,-2.9787,,-7197.141,,-1671.6619,,-2049.467,
3744,179819,688167.XSHG,2021-12-31,2022-04-28,2021-12-31,1.0,48520651.94,71885830.44,2862406.23,4.6024,3.2955,3.8878,13.636,54.2609,84.8917,16.1349,13.636,7.1133,14.7909,2.4308,93.7561,3.7333,71.605,88.98899999999999,8.777000000000001,58.0942,32.2128,,32.2128,,104.0672,,93.1952,,94.3261,
3745,179820,002153.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.32,-501012108.17,-49124309.75,4763980.96,-5.8122,-6.086,-3.9191,-12.8592,38.5949,101.5281,-11.5666,-12.8592,8.8453,21.7596,-4.0202,,,,111.92299999999999,6.7155,,-3.0935,,-3.0935,,-1296.9954,,-3834.5077,,-608.0037,
3746,179822,300175.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.2,-102428671.05,-22844020.68,6611413.5,-15.6437,-17.1877,-14.6784,-53.3015,15.6338,109.2505,-50.3325,-53.3015,2.2238,18.9196,3.0827,,,,95.7231,12.2628,,-17.137,,-17.137,,71.296,,49.6162,,49.4637,
3747,179824,601500.XSHG,2021-12-31,2022-04-28,2021-12-31,0.01,-49379528.42,-55685472.91,24457180.75,0.2919,-1.2417,0.128,0.2487,9.9585,101.3085,0.1623,0.2487,2.4667,3.5429,2.2728,-778.3217,341.8406,-425.30400000000003,89.6119,-1.46,,23.4301,,23.4301,,-92.07799999999999,,-88.3706,,-87.2431,
3748,179825,605080.XSHG,2021-12-31,2022-04-28,2021-12-31,2.37,198668820.71,236023281.59,18606873.56,19.1289,17.3125,16.3461,26.0567,38.7589,71.9834,29.9176,26.0567,1.3716,5.126,0.0113,92.3274,7.2786,90.5045,98.9219,16.9253,60.4118,44.9147,,44.9147,,39.6809,,37.5877,,37.5877,
3749,179826,688316.XSHG,2021-12-31,2022-04-28,2021-12-31,-6.36,-295794352.67,-293709375.66,5395173.38,-73.9152,-77.3155,-43.8325,-67.1415,4.2797,169.2982,-68.7808,-67.1415,26.4839,14.8446,0.221,,,,112.3773,-48.1442,,-1.1145,,-1.1145,,-74.6257,,-72.5675,,-73.0807,
3750,179829,600630.XSHG,2021-12-31,2022-04-28,2021-12-31,-0.72,-349180547.03,-221136918.62,19441635.53,-22.1875,-25.4349,-12.1395,-10.2802,20.7533,107.4974,-10.2803,-10.2802,20.7983,4.7455,0.7928,,,,115.6973,2.5592,,-9.3589,,-9.3589,,-14.4338,,-4.034,,-3.5386,
3751,179831,300350.XSHE,2021-12-31,2022-04-28,2021-12-31,0.09,-25788515.28,-4583524.3,4677127.96,7.5119,-3.9693,2.1796,6.8909,25.3208,100.848,-5.3242,6.8909,1.7997,14.7781,1.1932,-14.1843,14.474,-52.8397,122.2557,32.6954,,-11.2566,,-11.2566,,-152.0229,,-34.2406,,-4.4382,
3752,179832,300672.XSHE,2021-12-31,2022-04-28,2021-12-31,1.6251,255067209.94,137239602.63,-32865721.76,21.1215,18.3822,9.1059,12.5866,25.680999999999997,94.0893,10.8275,12.5866,1.8082,3.4954,1.0641,50.6044,-12.1186,87.0305,111.4069,7.6098,128.7472,217.6615,,217.6615,,343.54900000000004,,319.2503,,313.627,
3753,179834,300205.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.3485,-171138978.44,-105333795.21,15656656.43,-10.9906,-12.5502,-5.1393,-10.7417,24.741,107.3644,-10.8058,-10.7417,12.5033,4.8882,1.0259,,,,130.1441,-17.7687,,-15.5432,,-15.5432,,-165.3976,,-143.276,,-146.7562,
3754,179837,300242.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.3052,-219997966.05,-209915686.09,-1741419.88,-33.0539,-37.5461,-11.3985,-3.2856,2.8451,103.2151,-2.7768,-3.2856,2.6878,1.9289,0.8147,,,,110.9342,-2.4889,,-6.6887,,-6.6887,,48.9833,,40.5845,,47.4113,
3755,179838,002614.XSHE,2021-12-31,2022-04-28,2021-12-31,0.74,142028842.16,262349625.66,362802740.53,9.8572,3.0544,5.1583,5.9272,29.8642,96.6903,6.7432,5.9272,14.7834,5.8685,1.8383,49.7247,68.7641,30.9864,105.7682,-0.221,-6.6769,12.2541,,12.2541,,8.127,,14.765,,4.343999999999999,
3756,179839,000681.XSHE,2021-12-31,2022-04-28,2021-12-31,0.2182,124551895.11,92098897.69,71682302.0,4.7589,3.8777,3.8711,23.5392,55.7966,85.9873,25.1865,23.5392,14.2869,15.9494,1.2991,56.0602,43.6327,81.4848,96.5755,16.0532,114.5613,15.2159,,15.2159,,-9.6864,,8.7191,,7.9972,
3757,179840,300356.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.4907,-216602920.36,-68045774.9,-24037502.89,-22.7255,-24.5935,-11.4766,-52.5816,28.0382,117.7118,-58.5588,-52.5816,12.6259,15.6851,8.2799,,,,112.1814,7.8891,,-2.248,,-2.248,,-191.5499,,-101.5966,,-104.2561,
3758,179841,002763.XSHE,2021-12-31,2022-04-28,2021-12-31,0.69,271023359.25,481784988.88,-2667107.7,14.2614,14.0014,12.1076,11.5516,66.38,82.3727,15.9753,11.5516,39.9012,6.8992,-0.4315,110.4758,-0.6116,98.1766,108.0698,15.524000000000001,88.0679,15.185,,15.185,,39.1768,,35.7357,,30.9642,
3759,179842,600095.XSHG,2021-12-31,2022-04-28,2021-12-31,0.1764,471988176.28,-3771535.96,701858521.2,4.1947,4.0758,1.4572,19.1391,1.0321,100.0825,15.5983,10.6688,0.3886,25.9503,3.2181,-0.5289,98.4247,97.1665,115.4013,-13.6807,,73.3775,,248.6646,,48.4356,,36.5639,,36.3252,
3760,179843,600633.XSHG,2021-12-31,2022-04-28,2021-12-31,0.41,304855415.38,753266549.42,209819400.2,5.9573,3.5154,5.4675,20.6041,72.4583,75.4151,23.8445,20.6041,18.0014,13.1872,0.4465,103.3851,28.7975,59.00899999999999,110.8077,33.4335,135.99200000000002,-13.4182,,-13.4182,,-11.0803,,-10.9856,,0.9847,
3761,179844,000711.XSHE,2021-12-31,2022-04-28,2021-12-31,-1.25,-1266233377.87,-776086397.34,25478900.52,-79.7481,-79.1724,-15.3489,-195.4803,18.8543,205.16,-190.6932,-195.4803,6.0594,23.2386,88.6889,,,,128.6839,7.7691,,-36.2866,,-36.2866,,43.4132,,43.0079,,45.8377,
3762,179845,300318.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.3944,-337068560.42,-157098670.07,4618963.98,-28.3268,-29.6361,-13.6603,-70.7647,40.9698,121.9796,-70.2773,-70.7647,18.8019,24.4214,6.4327,,,,111.2712,0.1242,,-3.2447,,-3.2447,,-14606.5544,,-6597.406999999999,,-4393.412,
3763,179846,300201.XSHE,2021-12-31,2022-04-28,2021-12-31,0.1255,131854413.21,237084065.59,20132366.66,10.7426,10.8403,5.0498,7.8751,28.7427,85.7686,4.7064,7.8751,5.4454,3.6708,0.7266,334.7902,28.4292,100.9095,93.7108,-1.5948,-11.206,-18.1642,,-18.1642,,118.2804,,127.6217,,127.9422,
3764,179848,603011.XSHG,2021-12-31,2022-04-28,2021-12-31,0.14,46416937.13,51832441.52,3011297.29,3.7319,2.6925,2.2176,5.3009,31.535999999999998,95.7031,5.4599,5.3009,11.6786,7.2967,1.6956,78.6599,4.5699,72.1471,91.2385,-1.5367,-35.7626,43.955,,43.955,,179.0985,,151.7905,,148.378,
3765,179850,002888.XSHE,2021-12-31,2022-04-28,2021-12-31,0.17,23463289.86,27065368.86,1938353.08,6.0346,5.4554,5.2886,8.9661,36.9747,90.6502,10.0775,8.9661,8.4998,12.2605,-0.8797,91.5921,6.5596,90.4013,112.2052,-6.5761,-70.3341,8.9973,,8.9973,,-20.6706,,-15.2738,,-15.2738,
3766,179851,300687.XSHE,2021-12-31,2022-04-28,2021-12-31,0.63,207804502.64,222490480.49,11177354.77,13.7996,12.7711,9.0775,11.7864,35.3322,88.5014,12.3899,11.7864,5.3225,6.7328,0.9467,92.8439,4.6642,92.54700000000001,101.4264,13.0735,113.6962,39.6752,,39.6752,,26.7759,,29.5389,,27.533,
3767,179852,002805.XSHE,2021-12-31,2022-04-28,2021-12-31,0.33,51377073.63,80710458.73,-2786629.89,6.6776,6.4621,3.6288,6.6061,15.2641,89.9495,8.5232,6.6061,0.4849,2.5528,0.5589,118.6698,-4.0972,96.7731,34.4153,-6.4287,-63.964,124.7772,,124.7772,,270.0311,,281.6603,,281.7972,
3768,179853,300256.XSHE,2021-12-31,2022-04-28,2021-12-31,-1.45,-6937644398.14,-1054646743.76,5514075821.02,,,-27.0524,-44.2296,-4.4166,132.7698,-49.8662,-44.2296,0.8339,14.7772,6.3773,,,,140.0394,-11.912,,-37.7616,,-37.7616,,43.2918,,49.3875,,49.6435,
3769,179854,002639.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.1681,-146407223.17,-131170218.94,15233932.56,-4.7504,-6.1395,-2.8263,-6.0457,13.6483,106.5302,-7.6965,-6.0457,5.2056,6.6714,3.1293,,,,104.7257,-4.9125,,37.7321,,37.7321,,23.3283,,35.9481,,37.4517,
3770,179857,300134.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.38,-367941776.25,-273959711.51,72497967.38,-5.9634,-7.577999999999999,-4.2081,-11.0402,10.3921,111.5771,-11.6181,-11.0402,1.6623,7.99,1.1341,,,,108.4029,1.1565,,8.2751,,8.2751,,-631.177,,-538.9726,,-914.4192,
3771,179858,600220.XSHG,2021-12-31,2022-04-28,2021-12-31,0.0645,61991470.18,102120714.94,6302489.03,5.5920000000000005,3.0148,2.3457,5.684,22.6666,94.8747,7.101,5.684,1.7005,9.5361,4.676,69.7881,4.3069999999999995,53.912,106.734,33.5951,655.4723,1.0201,,1.0201,,103.3236,,231.9078,,622.5032,
3772,179859,300027.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.09,-1073079766.83,-409722443.45,647353238.04,-9.1145,-39.7191,-2.7072,-16.1539,34.814,129.2855,-13.9586,-16.1539,28.4463,18.587,16.1138,,,,118.8133,16.7549,,-6.729,,-6.729,,83.1924,,78.9862,,76.5048,
3773,179861,600297.XSHG,2021-12-31,2022-04-28,2021-12-31,0.2,1357268554.96,3164997903.76,122103199.2,3.9065,3.2963,1.4144,1.2915,8.9522,98.0024,1.834,1.2915,3.2481,1.6183,1.7343,108.5657,4.1884,84.3801,115.23700000000001,1.1494,57.538999999999994,-0.0034,,-0.0034,,25.421,,11.9174,,6.1224,
3774,179862,002298.XSHE,2021-12-31,2022-04-28,2021-12-31,0.29,190304228.75,278013062.55,3354008.91,4.3322,4.0089999999999995,2.7298,7.6207,37.9662,89.9656,8.4063,7.6207,13.2173,7.2961,1.5,119.3864,1.4403,92.5376,72.5113,-0.8132,-8.1044,0.1545,,0.1545,,-30.7221,,-28.6513,,-31.3728,
3775,179863,000995.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.08,-18488424.79,-14547927.22,,-10.5551,-14.3969,-2.9157,-14.8809,59.0431,115.9713,-19.4884,-14.8809,22.4224,23.7917,7.0112,,,,124.1782,-2.2663,,-10.4243,,-10.4243,,-156.5054,,-140.4835,,-140.4816,
3776,179864,688595.XSHG,2021-12-31,2022-04-28,2021-12-31,0.95,103206753.14,78560730.24,-14315453.33,10.3566,11.177999999999999,8.9389,14.5065,52.1803,88.0803,13.8423,14.5065,4.1222,11.1219,-1.4513,86.9053,-15.835999999999999,107.9313,103.2913,18.5452,155.5838,81.6672,,81.6672,,1.0194,,7.7126,,7.0545,
3777,179865,300025.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.0576,-39177809.86,-6653873.95,-984106.14,-7.9376,-12.6003,-2.7608,-3.4045,14.8084,100.9286,-3.4836,-3.4045,2.885,5.7694,2.6547,,,,110.5264,6.4847,,-9.7871,,-9.7871,,83.3857,,83.8822,,83.555,
3778,179867,301041.XSHE,2021-12-31,2022-04-28,2021-12-31,0.58,38769388.25,40147815.38,517666.35,10.1638,7.6658,6.7857,7.2774,26.8403,94.2599,7.8049,7.2774,5.1834,8.6651,0.2809,74.3074,0.9581,75.422,82.8756,7.0124,122.1665,20.2135,,20.2135,,-13.1009,,-9.0027,,-8.8524,
3779,179868,301037.XSHE,2021-12-31,2022-04-28,2021-12-31,0.66,42701730.12,65730405.43,,7.6562,6.4801,2.3737,1.6959,12.2888,97.7905,1.7512,1.6959,4.1454,2.6834,1.2557,115.4619,,84.6394,58.3428,-5.8271,-263.7241,47.1125,,47.1125,,-52.1489,,-43.818000000000005,,-43.818000000000005,
3780,179869,300258.XSHE,2021-12-31,2022-04-28,2021-12-31,0.3636,123441841.02,175662978.14,16599213.96,5.5802,4.0095,3.845,12.0842,29.2571,87.6586,14.0,12.0842,0.6972,7.2539,2.3838,88.3167,8.3455,71.8524,95.4004,13.8225,112.0005,18.3047,,18.3047,,7.2711,,10.5686,,10.2573,
3781,179870,600116.XSHG,2021-12-31,2022-04-28,2021-12-31,0.45,740892328.69,814334372.76,417285564.01,8.1859,7.0117,4.2875,8.5809,16.525,91.99799999999999,12.6587,8.5809,0.1745,5.1556,2.568,72.494,37.1478,85.6567,96.0208,12.9186,161.4425,93.6201,,93.6201,,79.7897,,39.9939,,39.5227,
3782,179871,603630.XSHG,2021-12-31,2022-04-28,2021-12-31,0.31,3414975.97,16669033.81,71949240.81,3.7385,0.1849,2.7504,5.1566,54.0499,98.486,5.769,5.1566,44.0616,5.9357,-1.2917,27.1498,117.1877,4.9457,104.1938,-1.7577,-116.0984,11.9103,,11.9103,,-49.4854,,-49.6698,,-40.9766,
3783,179872,002853.XSHE,2021-12-31,2022-04-28,2021-12-31,-3.91,-732840172.41,307899860.09,-2793563.5,-47.453,-47.7182,-26.1957,-39.6401,33.9597,83.1163,-37.7051,-39.6401,9.9189,3.1559,0.3294,,,,74.1804,-17.6279,-104.4079,22.0962,,22.0962,,-367.6124,,-435.3782,,-470.0471,
3784,179873,300085.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.4004,-292011645.51,-115707430.65,-13355719.4,-24.4054,-25.1849,-14.7871,-23.2497,20.3499,109.7386,-24.0632,-23.2497,15.8326,6.1717,1.2595,,,,112.7241,1.5515,,-14.5508,,-14.5508,,-1045.0014,,-878.1243,,-1456.6461,
3785,179875,002970.XSHE,2021-12-31,2022-04-28,2021-12-31,0.18,4803642.24,-20166286.92,9638466.83,2.0567,0.315,0.6818,0.9172,36.3055,101.1775,0.996,0.9172,12.9051,8.4296,0.0156,-120.1487,57.425,15.3161,109.0529,-17.8891,,6.4484,,6.4484,,-93.4558,,-93.4113,,-86.6469,
3786,179876,603900.XSHG,2021-12-31,2022-04-28,2021-12-31,0.11,17260779.5,59234553.55,12212452.42,1.6823,0.7553,1.4432,2.8795,56.4396,95.5268,3.0092,2.8795,37.9563,10.8834,-0.2376,108.271,22.3224,44.894,112.0835,-3.3301,-74.4458,7.8934,,7.8934,,-71.1519,,-63.4353,,-63.1443,
3787,179877,600975.XSHG,2021-12-31,2022-04-28,2021-12-31,-0.41,-278866625.07,-189691852.54,605869.59,-15.7621,-15.6837,-7.712000000000001,-14.6995,1.3576,109.471,-14.324000000000002,-14.6995,1.3672,5.1919,3.1057,,,,101.5006,-26.4689,,-26.4662,,-26.4662,,-201.1413,,-204.0548,,-199.1286,
3788,179878,300476.XSHE,2021-12-31,2022-04-28,2021-12-31,0.86,616478684.05,720655375.7,14190503.56,13.4073,12.3284,5.792000000000001,9.0208,20.3722,90.3034,9.943999999999999,9.0208,1.6283,3.0477,1.6191,97.7747,1.9253,91.9535,88.4741,10.6639,109.9755,32.7239,,32.7239,,24.1463,,29.2031,,29.2031,
3789,179879,002261.XSHE,2021-12-31,2022-04-28,2021-12-31,0.07,25561969.41,90166349.9,42317439.28,2.7312,0.8459,2.4187,4.4709,31.7397,95.9572,5.5937,4.4709,8.2379,10.9035,0.2,74.132,34.7921,30.973000000000003,115.5433,7.5276,186.1991,49.8269,,49.8269,,135.9348,,106.5281,,72.5879,
3790,179880,002475.XSHE,2021-12-31,2022-04-28,2021-12-31,1.01,6015597220.13,6975166216.29,573648898.08,22.3079,18.9795,8.207,5.0801,12.2756,95.4691,5.3054,5.0801,0.5131,2.4307,0.3603,85.66,7.0448,85.08,92.9352,4.732,104.4386,66.4259,,66.4259,,-0.0046,,4.3999,,-2.1444,
3791,179881,601106.XSHG,2021-12-31,2022-04-28,2021-12-31,0.0246,135970444.51,42603456.67,124200436.2,1.4916,1.2045,0.3751,0.5771,8.863999999999999,99.8158,0.4015,0.5771,0.816,2.6492,2.3955,26.1047,76.1021,80.7549,96.2564,2.9495,1601.2068,16.2066,,16.2066,,-26.8949,,1.5089,,29.053,
3792,179883,300044.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.4496,-663258182.22,-137800064.7,318498894.71,-30.6,-58.1515,-8.9808,-34.3732,21.4749,113.3476,-31.6943,-34.3732,6.2958,13.4939,6.5538,,,,58.8765,39.5597,,-23.8323,,-23.8323,,34.3866,,17.3168,,18.7631,
3793,179885,002930.XSHE,2021-12-31,2022-04-28,2021-12-31,0.61,264990883.83,397409364.41,6089163.43,12.0702,11.7492,4.5625,27.773000000000003,65.2912,63.4722,37.183,27.773000000000003,2.8161,10.2839,13.3634,98.0881,1.5029,97.3402,105.3938,71.6167,196.0605,28.2491,,28.2491,,37.2994,,20.8781,,19.5402,
3794,179887,300266.XSHE,2021-12-31,2022-04-28,2021-12-31,-0.02,-212583617.16,-94411656.64,153521116.06,-1.9124,-11.2821,-0.2488,-1.2385,12.5443,104.041,-1.6154,-1.2385,1.5707,6.2538,4.2399,,,,100.5424,-20.9112,,-4.6609,,-4.6609,,93.4011,,94.5752,,93.1919,
3795,179890,002096.XSHE,2021-12-31,2022-04-28,2021-12-31,0.13,38921331.31,55543892.34,12118425.19,2.5276,2.0078,1.3176,2.6885,31.9321,97.1235,3.8085,2.6885,4.0166,17.7941,2.2513,106.573,23.2518,79.4375,110.1132,4.9088,170.6492,-3.5331,,-3.5331,,16.0575,,-8.5402,,-3.2382,
3796,179891,000812.XSHE,2021-12-31,2022-04-28,2021-12-31,0.0406,33837991.45,71735457.74,5412003.76,1.9012,2.0597,0.9781,2.6675,25.2041,94.4123,4.4616,2.6675,2.9573,9.341000000000001,3.4921,152.0838,11.4738,108.3421,96.1678,20.4864,366.63199999999995,38.6562,,38.6562,,28.2262,,41.772,,30.4105,
